Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply
Coal, peat and oil shale;Crude, NGL and feedstocks;Electricity;Heat;Natural gas;Nuclear;Oil products;Renewables and waste;Total
34;803;-35;1;180;0;-457;520;1045
33;885;28;1;217;0;-467;437;1134
39;967;41;1;169;0;-466;447;1198
32;1041;-43;1;170;0;-526;548;1223
30;1107;3;1;168;0;-566;489;1233
34;991;-36;2;204;0;-579;541;1156
36;1017;-50;2;298;0;-522;565;1346
23;1031;-32;2;293;0;-509;514;1322
32;932;27;3;264;0;-384;496;1370
35;981;-11;2;214;0;-556;512;1177
34;1011;-64;2;228;0;-511;589;1289
32;1058;-18;4;236;0;-475;537;1375
36;947;-56;5;241;0;-518;555;1208
34;1047;-53;5;257;0;-625;568;1233
32;900;-59;5;232;0;-524;594;1179
35;1076;-55;5;192;0;-615;603;1243
34;1082;-37;5;231;0;-657;592;1251
34;948;0;5;222;0;-619;557;1148
34;908;-74;5;194;0;-493;623;1197
34344;69743;27;0;27506;1131;1998;7026;141775
33911;74202;21;0;28968;1550;3004;7295;148950
35434;80482;22;0;29640;2060;2168;7391;157198
35348;77906;27;0;29932;2650;1629;7830;155321
34418;76381;15;0;28734;3666;1081;7813;152107
36811;81563;19;0;29911;4210;1365;7936;161815
36943;85178;19;0;29739;5237;534;8120;165771
37450;85638;19;0;30794;6143;2134;8673;170851
39452;87799;37;0;32481;6304;-160;9106;175019
40504;81718;56;0;32686;6792;55;9245;171055
41005;75676;54;0;31983;7998;720;9398;166834
40642;71827;47;0;30563;8594;1510;9731;162915
41286;70154;63;0;30075;9670;1664;10252;163164
42448;71648;75;0;31679;11571;1526;10744;169692
44515;70229;75;0;31985;13767;2027;10866;173465
43592;73363;74;0;31131;15057;921;11061;175199
45004;73674;89;0;32728;16175;1835;11429;180933
45864;76223;108;0;33586;17493;1684;11510;186468
45883;77591;93;0;35035;18096;1407;11653;189758
45338;79560;24;4;35726;19077;-433;12090;191386
44569;80429;8;4;37416;20074;-1373;12463;193590
43484;82634;4;18;37884;20302;-1819;12840;195347
43013;84740;8;16;39252;21009;-2835;13057;198259
43008;86294;11;16;40146;21679;-2625;13045;201572
42993;86612;11;17;42188;22554;-2146;13570;205798
44113;88950;15;18;43961;23174;-2208;13956;211977
44807;91827;16;16;44449;22866;-3878;13898;214001
44355;92385;8;20;44767;23496;-4211;13950;214770
44033;90881;14;21;46917;24257;-1790;14090;218422
46189;91979;4;24;49049;24632;-2931;14409;223356
45989;91840;32;24;48366;24997;-2269;13716;222695
46521;90834;48;27;49617;25050;-1685;13995;224409
47253;93062;28;25;50377;24487;-2111;14517;227637
48412;95077;28;25;50632;25525;-2767;15059;231992
48201;94766;48;28;51272;25774;-2419;15704;233373
48770;94781;54;29;51631;25859;-3463;16314;233975
49288;94035;3;31;53715;24968;-4046;16909;234902
48010;92525;25;34;54192;24995;-5576;17677;231883
43417;87849;23;31;52890;24585;-5103;17971;221663
45849;88083;63;40;55741;24969;-5003;19241;228982
44947;87843;28;38;55686;22772;-6395;19824;224743
43042;88221;-6;41;56825;21295;-7280;20952;223090
43354;87076;55;45;57846;21412;-7059;22162;224891
42567;87676;49;49;57004;21607;-8531;22417;222839
39941;90044;47;54;58038;21506;-9764;22868;222734
37894;89555;46;56;60149;21449;-9443;23462;223168
37223;91223;-38;57;60862;21337;-10377;24368;224655
36031;90824;42;56;63390;21596;-10446;25199;226692
32234;89569;6;57;65548;21665;-10177;25887;224789
27873;79437;-41;50;64330;20302;-7916;26378;210414
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
22212;4925;7;0;536;0;49;8850;36578
20965;5177;10;0;563;0;-138;8926;35504
21656;5508;18;0;553;0;-27;9002;36711
23076;5852;16;0;587;17;220;9118;38887
24747;5859;-7;0;615;161;157;9197;40728
27132;6194;-19;0;628;140;341;9314;43729
27699;6669;-13;0;647;156;483;9302;44944
26723;7327;-26;0;706;157;683;9357;44926
27191;7221;-26;0;731;154;565;9315;45151
27224;7940;-32;0;790;163;632;9279;45997
27831;8956;-30;0;869;183;289;9209;47306
29226;9021;-30;0;978;191;440;9089;48914
31689;9539;-27;0;1032;274;610;9042;52159
37742;10548;-26;0;1161;473;762;8778;59437
43809;12150;-22;0;1367;551;1026;8721;67602
50396;12601;-22;0;1624;579;706;8701;74584
55992;13506;-25;0;1983;598;732;8804;81591
61287;14254;-37;0;2476;678;605;8557;87820
62882;14868;-46;0;2861;746;316;8554;90182
67959;15970;-41;0;3143;765;-202;8572;96165
74961;17958;-49;0;3742;806;-40;8807;106185
81267;18412;-46;0;4605;942;100;8688;113969
83161;19553;-39;0;5169;1062;-119;9275;118063
84808;20385;-40;0;5883;1218;-63;9677;121867
85500;21673;-41;0;6435;1446;-473;10430;124968
83703;22866;-45;0;6640;1863;-310;10827;125544
80669;24013;-46;0;7150;2327;-652;11345;124805
81947;25117;-47;0;8172;2706;-518;12115;129492
84314;26743;-55;0;9573;3211;-982;12932;135736
86733;28485;-60;0;10391;3800;-1353;13909;141903
87638;..;..;..;11071;..;..;..;..
2958;351;0;0;239;0;-3;58;3604
3008;420;-1;0;252;0;-20;65;3724
3128;459;-6;0;262;0;-12;58;3889
3265;483;-10;0;269;0;-1;63;4070
3383;578;-2;0;288;0;1;65;4313
3587;652;0;0;308;0;-63;61;4544
3681;693;0;0;326;0;-43;65;4723
4017;714;-1;0;344;0;-26;60;5107
4158;699;-2;0;358;0;-7;54;5262
4179;679;-1;0;367;0;18;59;5301
3835;572;0;0;346;0;54;70;4878
4179;563;-6;0;346;0;30;64;5177
4099;573;-11;0;354;0;48;68;5131
3897;572;-17;0;368;0;64;77;4963
4126;590;-8;0;374;0;56;83;5221
4256;595;0;0;396;0;69;117;5433
4411;596;6;0;409;0;48;106;5576
4349;620;16;0;406;0;43;106;5540
4021;630;6;0;399;0;34;102;5192
3302;531;-4;0;374;0;15;99;4317
3252;497;-9;0;349;0;48;92;4229
3156;554;-15;0;325;0;11;95;4127
3115;570;-9;0;341;0;16;195;4228
2882;583;-10;0;344;0;30;197;4027
2946;606;-10;0;377;0;49;199;4166
3024;654;-11;0;395;0;83;189;4334
2945;641;-8;0;394;0;116;183;4273
2656;687;-13;0;398;0;88;167;3984
2550;728;-18;0;388;0;71;161;3879
2359;779;-23;0;417;0;23;163;3719
2335;790;-24;0;434;0;35;175;3744
2297;771;-25;0;423;0;58;178;3702
2353;754;-37;0;471;0;79;179;3800
2268;784;-33;1;497;0;108;186;3811
2288;790;-40;1;512;0;112;194;3858
2389;889;-40;1;527;0;80;208;4054
2329;897;-19;1;523;0;95;212;4037
2298;937;-2;1;526;0;90;243;4092
2155;920;-8;0;505;0;86;276;3935
2292;1000;-5;1;536;0;63;321;4208
2287;1054;-19;1;537;0;17;351;4228
2125;1075;-10;1;573;0;-55;378;4086
2221;1034;-16;1;575;0;-104;378;4089
2064;1032;8;1;561;0;-111;382;3937
2024;1115;-1;1;577;0;-139;397;3974
2059;1104;7;0;613;0;-24;398;4157
2069;1097;8;1;647;0;118;408;4348
2068;1171;21;0;675;0;74;418;4426
1842;1175;38;1;709;0;87;449;4301
1667;1099;48;0;715;0;114;458;4102
24;174;1;0;0;0;12;52;263
17;184;0;0;0;0;15;53;269
21;179;0;0;0;0;35;53;289
17;248;0;0;0;0;-18;55;302
17;242;1;0;0;0;12;50;322
16;247;6;0;0;0;29;44;342
15;249;-2;0;0;0;10;64;335
19;278;-1;0;0;0;2;70;367
18;354;-1;0;0;0;-41;73;404
18;325;7;0;0;0;9;59;418
16;343;12;0;0;0;-4;49;415
13;342;11;0;0;0;41;58;464
18;353;5;0;0;0;27;64;466
18;321;3;0;0;0;56;70;467
32;308;8;0;0;0;34;77;459
60;361;7;0;0;0;6;73;508
77;327;11;0;0;0;29;77;521
88;347;9;0;0;0;13;89;545
107;431;4;0;0;0;18;100;660
115;447;0;0;0;0;3;137;703
122;418;0;0;0;0;33;137;710
124;475;5;0;0;0;33;119;756
132;460;1;0;0;0;18;134;745
139;564;3;0;0;0;-85;143;765
151;575;3;0;0;0;-22;139;845
144;529;4;0;0;0;2;159;837
148;560;10;0;4;0;3;157;882
130;602;1;0;29;0;34;156;953
159;576;-3;0;81;0;69;141;1023
159;525;3;0;85;0;95;161;1030
134;555;1;0;94;0;82;172;1038
146;529;7;0;114;0;133;153;1081
137;565;10;0;110;0;47;182;1051
141;560;23;0;138;0;55;163;1081
140;574;25;0;157;0;61;151;1108
139;616;20;0;152;0;-56;182;1053
121;563;27;0;159;0;-3;193;1060
106;547;34;0;173;0;-13;187;1033
120;485;17;0;177;0;14;206;1020
69;509;9;0;188;0;-27;235;984
92;462;10;0;187;0;-18;223;957
123;498;28;0;165;0;-105;189;898
111;590;10;0;157;0;-197;229;900
112;530;3;0;145;0;-142;238;886
136;635;8;0;170;0;-244;214;920
119;627;-18;0;181;0;-241;244;913
135;650;-10;0;227;0;-260;211;954
113;581;-10;0;210;0;-209;236;921
52;538;12;0;221;0;-145;233;911
24;489;5;0;217;0;-139;246;842
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
1;1745;0;0;0;0;-1266;3;483
1;1901;0;0;0;0;-1363;8;547
1;1998;0;0;17;0;-1404;8;621
1;2247;0;0;50;0;-1545;8;761
1;2382;0;0;52;0;-1519;8;925
0;2199;0;0;53;0;-1472;8;789
0;2366;0;0;52;0;-1604;8;824
0;2370;0;0;52;0;-1506;8;925
0;2221;0;0;60;0;-1454;8;836
0;1898;0;0;48;0;-1193;8;760
0;1786;0;0;47;0;-1060;8;782
0;1743;0;0;74;0;-942;16;892
0;1736;0;0;121;0;-988;16;886
0;1992;0;0;184;0;-1123;17;1071
0;2363;0;0;220;0;-1314;17;1286
0;2496;0;0;210;0;-1843;17;880
0;2439;0;0;226;0;-1737;16;945
0;2465;0;0;242;0;-1853;17;872
0;2470;0;0;248;0;-1732;18;1005
0;1986;0;0;251;0;-1196;18;1059
0;1878;0;0;272;0;-1191;25;984
0;1932;0;0;275;0;-1365;25;867
1;2145;0;0;298;0;-1448;25;1020
11;1937;0;0;335;0;-1204;28;1108
17;1957;0;0;352;0;-1139;29;1214
17;2038;0;0;358;0;-1113;29;1328
18;2184;0;0;367;0;-1240;31;1360
38;2400;0;0;369;0;-1337;30;1500
20;2370;0;0;377;0;-1404;29;1392
19;2247;0;0;382;0;-1237;30;1441
20;..;..;..;434;..;..;..;..
337;236;9;0;55;0;-53;14;597
342;258;8;0;60;0;-61;14;621
333;284;10;0;65;3;-59;13;650
332;299;11;0;80;5;-62;15;680
331;323;9;0;91;2;-69;15;702
328;344;8;0;101;5;-73;15;728
336;358;9;0;114;1;-69;16;766
355;372;10;0;128;0;-77;16;804
349;374;12;0;132;23;-85;14;820
343;407;12;0;97;49;-94;16;831
334;377;14;0;101;56;-82;14;813
340;335;14;0;105;64;-76;13;795
340;337;18;0;108;67;-80;12;803
362;333;18;0;123;79;-81;11;844
359;335;15;0;126;102;-83;14;868
331;340;12;0;135;128;-92;12;865
348;346;17;0;143;126;-101;13;891
363;337;21;0;140;125;-97;13;903
348;333;20;0;159;133;-104;13;902
328;259;19;0;213;131;-71;14;893
291;211;16;0;189;128;-45;11;801
257;182;12;0;208;121;-36;12;758
256;178;5;0;206;125;-56;29;744
229;200;2;0;197;137;-69;35;730
226;215;5;0;218;125;-74;30;744
223;218;13;0;230;123;-80;30;757
213;221;15;0;234;121;-75;30;758
196;226;5;0;237;124;-83;29;735
191;225;2;0;240;143;-95;33;739
179;226;-10;0;242;180;-108;34;743
185;242;-13;0;258;189;-117;34;779
179;247;-15;0;246;198;-103;33;784
192;246;-8;0;237;197;-112;28;780
189;249;-7;0;230;188;-114;32;768
177;238;-12;0;246;196;-93;36;788
187;242;-8;0;225;199;-101;37;780
168;258;6;0;213;169;-109;42;747
168;253;2;0;216;184;-98;41;767
162;247;5;0;185;156;-104;49;701
163;238;4;0;210;161;-86;57;747
155;260;3;0;194;170;-112;56;726
146;234;1;0;183;171;-96;59;698
144;252;0;0;191;174;-116;64;710
143;229;4;0;158;171;-103;66;668
137;259;9;0;162;167;-122;74;686
135;250;10;0;163;163;-105;74;691
141;243;11;0;173;167;-82;75;728
140;236;13;0;171;164;-72;74;725
114;221;6;0;171;169;-67;99;714
91;242;1;0;171;170;-98;94;671
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
66;25;-4;0;32;50;48;22;239
60;27;-7;0;30;54;45;24;233
63;25;-7;0;26;43;42;23;216
60;25;-5;0;26;43;56;22;226
56;17;-7;0;26;50;70;23;236
58;27;-6;0;31;52;70;23;254
53;23;-6;0;31;51;89;24;265
59;26;-6;0;33;55;86;22;275
60;11;-7;0;34;55;93;23;270
55;14;-5;0;36;51;95;23;269
55;7;-5;0;35;52;92;38;273
60;0;-6;0;36;57;103;41;291
66;0;-4;0;34;60;100;35;291
62;0;1;0;38;57;101;36;296
64;0;-3;0;38;60;105;40;304
64;0;-1;0;39;64;106;43;315
66;0;0;0;38;61;110;40;314
67;0;1;0;38;62;107;42;317
64;0;-6;0;37;68;125;46;334
60;0;-11;0;35;63;107;47;300
61;0;-8;0;36;62;108;49;308
61;0;-5;0;31;68;107;46;308
58;0;-4;0;30;60;104;47;295
57;0;-5;0;29;58;98;51;288
44;0;-10;0;26;69;97;53;279
45;0;0;0;28;62;95;47;276
48;0;-4;0;30;62;100;49;285
48;0;-2;0;31;69;101;47;293
47;0;-2;0;30;63;101;49;289
44;0;-1;0;31;64;98;49;285
44;0;-7;0;31;69;79;52;268
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
2786;474;-5;0;63;92;-94;440;3756
2937;414;-6;0;64;100;-101;452;3860
2716;464;-5;0;64;101;-116;455;3679
3050;491;-9;0;72;79;-221;461;3922
3142;577;-9;0;72;106;-250;473;4110
3270;679;-10;0;72;123;-279;481;4335
3312;682;45;0;65;128;-261;492;4463
3407;886;46;0;58;138;-488;502;4550
3351;795;45;0;49;148;-260;510;4637
3433;717;43;0;64;140;-341;509;4565
3424;829;44;0;59;142;-379;451;4570
3422;740;8;0;76;117;-385;437;4415
3294;760;8;0;75;131;-493;413;4189
3639;862;-7;0;45;138;-367;407;4717
3940;797;-12;0;116;146;-251;405;5140
3849;834;-8;0;116;123;-340;370;4943
3919;734;-11;0;112;109;-186;363;5041
4040;780;-11;0;144;123;52;363;5491
4418;851;-13;0;149;142;-8;411;5950
4340;1002;-6;0;129;140;19;406;6029
4213;745;-9;0;162;132;-6;391;5629
4127;866;-11;0;161;147;61;381;5732
4069;771;-18;0;169;130;-1;363;5484
4017;771;-16;0;172;154;-8;348;5437
4275;846;-10;0;164;150;-9;345;5762
3965;750;-6;0;180;133;17;354;5393
4132;874;-22;0;183;164;-41;358;5649
4130;737;-24;0;177;155;138;377;5690
4146;759;-17;0;167;126;83;376;5640
4250;866;-19;0;167;145;73;386;5867
3929;..;..;..;164;..;..;..;..
375;1502;-9;0;15;28;-241;115;1784
382;1603;-7;0;30;52;-311;128;1877
377;1838;-7;0;40;71;-263;105;2159
366;1919;-4;0;38;79;-169;111;2340
408;1871;-2;0;37;82;-84;95;2407
394;2177;-3;0;48;82;-191;77;2584
425;2038;-3;0;46;71;-183;146;2539
396;2150;-6;0;50;83;-110;148;2712
451;2079;-5;0;58;73;-71;169;2754
520;2107;-5;0;61;57;-24;118;2834
642;2009;-5;0;71;104;-36;92;2877
714;1913;-11;0;77;96;-99;109;2800
751;1950;0;0;83;116;-165;112;2847
763;1917;8;0;79;252;-240;130;2910
817;1956;-4;0;90;306;-328;131;2969
804;2128;-5;0;96;409;-516;114;3030
782;2032;-6;0;109;450;-382;119;3104
662;2200;-5;0;140;551;-344;148;3353
824;2237;-7;0;187;612;-385;220;3689
807;2298;-2;0;208;592;-394;263;3772
840;2354;-2;0;234;606;-378;259;3913
857;2399;2;0;245;609;-344;217;3985
770;2280;5;0;240;612;-322;237;3823
794;2391;7;0;264;603;-278;253;4034
795;2392;16;0;323;605;-152;239;4220
672;2336;4;0;362;615;-133;302;4157
767;2412;-11;0;473;603;-115;289;4419
732;2594;12;0;486;644;-121;294;4642
821;2548;21;0;556;642;15;263;4867
877;2462;16;0;637;679;117;293;5081
803;2437;12;0;687;695;233;347;5215
905;2438;19;0;785;687;244;293;5371
843;2441;5;0;894;675;309;390;5556
879;2533;-11;0;1054;694;275;374;5798
861;2551;-5;0;1250;628;277;360;5921
761;2584;-12;0;1308;656;225;394;5916
834;2501;-21;0;1331;601;323;432;6001
578;2551;-40;0;1462;643;151;456;5801
432;2405;-29;0;1307;576;103;540;5334
325;2386;-30;0;1303;676;30;638;5328
522;2368;-22;0;1211;630;-92;630;5247
638;2578;-40;0;1196;671;-489;684;5237
464;2549;-24;0;1095;619;-569;752;4885
479;2566;-12;0;991;625;-625;753;4777
559;2761;0;0;1027;624;-722;707;4956
441;2723;28;0;1048;640;-624;742;4998
536;2769;33;0;1142;633;-556;701;5258
471;2859;40;0;1134;608;-643;765;5234
204;2762;25;0;1294;637;-605;768;5083
116;2373;12;0;1169;636;-549;798;4554
72;487;6;0;0;1;635;308;1509
62;480;5;0;0;16;663;314;1540
68;449;3;0;0;23;719;364;1626
75;431;11;0;0;22;647;354;1541
81;483;3;0;0;131;579;357;1634
78;612;8;0;0;174;557;345;1773
62;628;-7;0;0;217;512;334;1746
63;620;-4;0;0;259;436;363;1738
75;671;5;0;0;230;451;385;1816
71;709;2;0;0;289;239;385;1695
61;605;-10;0;0;411;313;394;1776
68;534;12;0;0;426;288;372;1700
86;595;18;0;0;447;153;425;1723
104;585;1;0;0;556;117;459;1821
122;605;-5;0;3;639;132;481;1977
129;668;-17;0;9;763;62;446;2060
126;671;-15;0;11;735;9;489;2026
124;651;-9;0;15;757;44;486;2068
117;715;-2;0;20;716;-66;489;1989
124;717;-6;0;24;744;-118;492;1976
118;695;-5;0;26;837;-102;469;2039
111;720;-8;13;29;693;-129;518;1949
114;758;-2;14;32;670;-173;535;1947
123;748;1;13;32;798;-122;489;2081
121;755;-6;13;32;763;-117;547;2107
127;805;22;13;34;810;-161;506;2156
110;842;-10;11;33;763;-225;581;2105
106;831;-39;15;33;803;-209;603;2143
102;813;-27;15;33;798;-205;576;2105
103;852;17;15;32;625;-284;637;1997
115;813;-26;15;37;787;-235;617;2124
119;789;19;16;37;743;-119;573;2177
112;837;46;13;37;735;-197;546;2129
123;874;-8;14;37;845;-252;577;2211
110;835;-27;12;35;790;-237;641;2159
113;833;22;12;37;731;-268;626;2103
112;750;5;12;38;731;-209;654;2093
102;872;-7;12;35;697;-306;674;2078
81;818;17;11;46;569;-322;684;1904
104;827;7;11;61;631;-244;739;2137
104;789;-26;11;49;660;-214;717;2090
92;870;-70;12;42;699;-342;809;2111
93;700;-36;9;40;725;-202;753;2082
88;771;-56;10;33;708;-284;761;2030
89;783;-81;10;30;615;-413;844;1877
86;792;-42;10;34;688;-366;817;2019
86;786;-68;9;39;717;-367;875;2075
92;849;-62;9;42;748;-392;831;2117
83;658;-94;9;39;721;-243;878;2053
66;706;-90;8;52;534;-290;911;1898
19;231;-4;0;2;15;316;106;686
15;233;-2;0;4;42;325;97;715
14;267;-13;0;6;69;337;111;792
12;258;-12;0;13;77;282;108;739
9;203;-35;0;22;85;307;129;719
8;212;-7;0;23;87;319;102;744
9;199;-37;0;26;89;334;137;757
9;185;-19;0;28;92;362;131;788
9;200;-25;0;32;129;325;133;802
14;199;-29;0;36;157;325;138;839
20;174;-39;0;39;168;308;152;823
18;175;-39;0;41;166;279;158;799
16;186;-33;0;45;172;312;155;853
21;182;-17;0;51;202;297;138;874
21;181;-31;0;53;247;306;147;924
18;186;-31;0;54;247;337;153;965
17;180;-34;0;58;252;308;159;940
15;173;-35;0;59;249;324;164;949
15;133;-9;0;64;250;334;142;929
15;133;-8;0;68;259;380;169;1017
13;203;-10;0;77;251;315;183;1032
9;185;-15;0;81;257;336;186;1038
7;207;-26;0;85;256;285;197;1011
7;211;-43;0;83;267;287;207;1020
8;202;-26;0;92;273;262;194;1004
6;229;-3;0;100;275;243;175;1024
5;215;-24;0;96;278;283;190;1043
4;219;-21;0;99;283;281;191;1055
4;221;-37;0;102;283;265;219;1057
6;201;-25;0;102;290;260;209;1043
6;212;-38;0;106;294;299;228;1107
6;211;-16;0;104;298;270;207;1079
6;199;-11;0;110;301;270;208;1083
5;226;-3;0;113;295;245;205;1087
6;211;23;0;117;256;269;199;1080
6;239;10;0;113;305;252;203;1128
7;206;-7;0;110;306;232;218;1072
7;221;-4;0;118;303;244;226;1113
6;210;-8;0;113;303;272;224;1121
6;196;2;0;126;289;237;231;1087
6;192;9;0;112;293;226;215;1052
5;149;-8;0;123;279;269;244;1062
5;213;-9;0;129;285;236;248;1107
6;214;-20;0;112;302;179;244;1037
5;124;-4;0;119;253;266;249;1013
5;130;14;0;125;232;236;244;987
5;125;20;0;126;224;246;247;992
4;133;-6;0;120;280;218;250;998
4;120;-23;0;123;290;244;266;1023
4;124;-20;0;119;264;213;267;970
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
160;531;2;0;209;0;230;643;1775
190;551;2;0;259;0;247;674;1923
203;679;2;0;277;0;206;682;2049
220;800;2;0;311;0;215;613;2161
248;989;3;0;346;0;208;595;2389
288;1091;2;0;365;0;236;621;2604
360;1463;3;0;428;0;18;640;2912
361;1667;2;0;524;0;-211;623;2966
293;1564;5;0;572;0;-241;588;2781
309;1682;7;0;623;0;-274;622;2971
321;1669;10;0;727;0;-319;633;3042
370;1711;9;0;849;0;-387;576;3129
385;1891;9;0;917;0;-355;613;3461
404;2052;8;0;974;0;-355;663;3746
448;2231;11;0;1021;0;-375;713;4048
482;2205;14;0;1086;0;-357;740;4169
523;2271;16;0;1118;0;-441;764;4251
589;2277;13;0;1186;0;-472;818;4410
645;2288;6;0;1297;0;-589;874;4521
625;2382;3;0;1211;0;-612;893;4503
685;2455;20;0;1380;0;-573;967;4935
685;2479;33;0;1290;0;-505;944;4926
690;2630;30;0;1474;0;-556;1018;5286
722;2807;41;0;1585;0;-536;1058;5676
664;2686;37;0;1584;0;-428;1103;5647
706;2904;44;0;1581;0;-639;1082;5677
645;2894;66;0;1547;0;-553;1209;5807
686;2973;84;0;1508;0;-613;1139;5777
663;2976;92;0;1487;0;-687;1127;5658
684;2717;82;0;1534;0;-412;1199;5803
728;..;..;..;1449;..;..;..;..
181;382;0;0;0;0;2;254;818
213;471;0;0;0;0;-35;275;924
216;556;0;0;0;0;-33;282;1020
234;555;0;0;0;0;-23;289;1055
241;559;0;0;0;0;11;309;1120
262;578;1;0;0;0;52;327;1219
276;623;2;0;0;0;102;335;1337
261;562;2;0;0;0;158;348;1332
274;477;4;0;0;0;147;364;1266
293;552;5;0;0;0;102;365;1317
300;584;6;0;0;0;67;371;1328
334;700;6;0;1;0;-16;386;1411
370;696;8;0;2;0;35;382;1494
420;772;10;0;1;0;-38;389;1554
505;776;8;0;2;0;-23;378;1646
560;828;3;0;16;0;-21;388;1773
590;992;2;0;25;0;-56;414;1967
574;1034;1;0;42;0;-125;453;1980
630;916;2;0;111;0;-17;414;2056
652;988;-3;0;120;0;-8;404;2154
674;909;1;0;146;0;-17;403;2118
689;937;0;0;160;0;9;419;2213
646;1041;-1;0;178;0;51;445;2359
646;1035;-2;0;189;0;28;435;2330
669;1130;-3;0;242;0;61;451;2550
772;1097;0;0;293;0;152;470;2783
856;1119;8;0;349;0;118;470;2920
884;1146;11;0;375;0;69;481;2965
814;1077;7;0;443;0;131;448;2920
956;999;12;0;529;0;274;424;3194
790;1063;15;0;560;0;121;393;2942
820;1089;11;0;617;0;149;421;3108
924;1101;2;0;742;0;105;420;3294
931;1080;-2;0;783;0;136;452;3379
937;1072;-4;0;954;0;131;426;3517
1108;1102;-6;0;1087;0;170;435;3897
1243;1067;-6;0;1274;0;219;404;4200
1229;987;-1;0;1264;0;251;391;4121
1271;688;-3;0;1211;0;531;417;4114
1307;873;-3;0;1314;0;446;489;4426
1368;918;3;0;1540;0;410;472;4711
1449;938;10;0;1560;0;465;511;4933
1268;918;22;0;1572;0;484;553;4817
1400;867;19;0;1683;0;507;511;4986
1445;1163;14;0;1649;0;457;665;5393
1605;1184;18;0;1602;0;579;736;5724
1678;1224;-2;0;1852;0;633;762;6147
1710;1043;-2;0;1717;0;713;857;6037
1754;1492;-2;0;1551;0;303;1035;6134
1678;1428;-2;0;1654;0;346;1055;6159
3518;4519;0;0;687;301;-300;12;8737
2959;4593;2;0;975;320;-61;12;8801
3200;4855;0;0;1051;305;-296;14;9130
2850;4708;0;0;1258;367;-404;15;8793
2891;3985;0;0;1317;331;-191;14;8347
